,"Date","RM","Risk_Free","Rm_minus_Rf","SMB","HML","WML","IML"
1,2001-01-02,0.00717914953348538,0.00057851653829477,0.00660063299519061,0.176477152187936,0.0152247947489987,0.0100022581377986,0.00319942064710496
2,2001-01-03,0.0630046430848722,0.00057714347804282,0.0624274996068294,0.0131437255769776,0.0340887037817997,-0.0594694539838784,0.0186377433699706
3,2001-01-04,0.00026387540768169,0.00057370875688977,-0.00030983334920808,-0.00951628363954317,-0.0185718207449793,-3.1907915384214e-05,-0.00597097402024825
4,2001-01-05,-0.0122665575596361,0.00057267776319092,-0.012839235322827,0.0130021470924709,-0.00958088472463886,0.0106255700885241,0.0238706268553708
5,2001-01-08,0.004554305836536,0.00057267776319092,0.00398162807334508,-0.00269235515280651,0.0214085650757746,-0.00667282658449804,0.00560480247098278
6,2001-01-09,0.0205554548103801,0.0005699271423385,0.0199855276680416,-0.00057338390676033,0.0121103648428933,-0.00647218320693596,0.00255284876835557
7,2001-01-10,-0.00379839060400537,0.00056958318124311,-0.00436797378524848,0.0114522282677402,-0.00075616355157927,0.00247479617971493,0.0273851692252799
8,2001-01-11,0.00526146867171179,0.00056786293044486,0.00469360574126693,-0.0153892542447151,0.00165731128525419,0.00674271567293138,-0.00930112199110582
9,2001-01-12,-0.00621603148399364,0.00056717462221267,-0.00678320610620632,0.00749452141695409,0.00402245346583209,-0.0010551984368997,0.00474435617735486
10,2001-01-15,0.00567571507144904,0.00056579764910047,0.00510991742234856,-0.00281017539560423,0.00753938256081199,-0.0103571681033701,0.00915119375614046
11,2001-01-16,-0.00690629951845608,0.00056648619511157,-0.00747278571356765,-0.00018349806769395,-0.0247322524660815,0.0404100900109205,-0.0105945933650716
12,2001-01-17,0.0215545266372031,0.00056510898413808,0.020989417653065,0.00492908044435243,0.00976706884579797,0.0010359169271132,-0.00848307365025803
13,2001-01-18,0.0234581395144968,0.00056442020018332,0.0228937193143135,-0.0188894221662629,0.00111814325396059,0.00913754083427373,0.00159252864357413
14,2001-01-19,0.0062290802409131,0.00056304227513148,0.00566603796578162,0.00445004554230116,-0.0169746041697498,0.0213180022929907,0.0110970123817435
15,2001-01-22,-0.00661599934189981,0.00056200851868082,-0.00717800786058064,0.00847501885068795,0.0150541877442241,0.00590140483851324,0.00634926341097309
16,2001-01-23,0.0205398698240733,0.00056097449407954,0.0199788953299938,0.00085416117144099,0.0193055042905124,-0.0114088186056972,-0.00123972725694435
17,2001-01-24,-0.00367019764128575,0.00055994020118821,-0.00423013784247396,0.00133545740159466,0.0128316522415416,-0.0368322743149271,-0.00672741124639931
18,2001-01-26,0.00779843983092212,0.00055718077410937,0.00724125905681274,0.00118245393199359,0.0305781073692229,-0.0249641048806279,0.00511061904395262
19,2001-01-29,0.00264667214053869,0.00055649061877405,0.00209018152176463,-0.00842193479537825,-0.00469804002181379,-0.0124668424611453,0.00444388356559222
20,2001-01-30,-0.00712208531503554,0.00055545516167865,-0.00767754047671419,0.0133756451366765,-0.0158308493872924,0.0310211503353196,0.00274146451066386
21,2001-01-31,0.00343137233586414,0.00055580034392987,0.00287557199193426,-0.0104760366932738,0.0009248487991675,0.00718417201220043,-0.00746944304987516
22,2001-02-01,-0.0269178003463237,0.00055580034392987,-0.0274736006902535,0.013534182105811,-0.0186779594388793,0.0234327515189538,0.0109196805722866
23,2001-02-02,-0.00966585057161337,0.00055545516167865,-0.010221305733292,0.0179391260616452,0.00446588542852479,0.00286042609340455,0.0167256688364195
24,2001-02-05,-0.00962089887510377,0.00055683571137787,-0.0101777345864816,0.00397494985261099,-0.00045616968419297,0.0119836418766577,-0.00600793763627357
25,2001-02-06,0.0137785805339286,0.0005575258069741,0.0132210547269545,0.0160978571302795,0.00348281748160193,-0.00390028663705657,0.00234172792389317
26,2001-02-07,-0.00746158053238335,0.00055890563986715,-0.00802048617225051,-0.00102688963876167,0.00569456082451533,0.00563327034461876,0.00390455781154744
27,2001-02-08,0.0207763730982938,0.00055787080997693,0.0202185022883169,0.00283367387868018,0.00518209089156693,-0.00398093201031121,0.0104491857816199
28,2001-02-09,-0.00649246540461754,0.00055649061877405,-0.00704895602339159,0.00136872730138888,0.00288241328726228,-0.0006571343027981,-0.00803532647142981
29,2001-02-12,-0.0113485755310813,0.00055856072641846,-0.0119071362574997,0.00445283427847046,0.00288203732262058,0.00653553792946658,0.00748020870071203
30,2001-02-13,0.00747693786004014,0.00055718077410937,0.00691975708593076,-0.00685920896020925,-0.00789554006036751,0.0102072881888109,-0.0180905842453846
31,2001-02-14,0.0055549314308258,0.00055545516167865,0.00499947626914715,-0.00612042453826638,-0.00434066381101217,0.0134113125399866,0.00316424830203923
32,2001-02-15,-0.00773417796496255,0.00056062975959925,-0.00829480772456181,0.0013199199668455,-0.00681787887715603,0.00566009215057319,-0.00477433772360474
33,2001-02-16,-0.0358218116065815,0.00056304227513148,-0.036384853881713,0.0117732903775754,-0.0209059696573199,0.0137129569868789,0.0008483485367558
34,2001-02-19,-0.00824491884443887,0.00056545333149071,-0.00881037217592959,-0.00407129470600428,-0.00210669389240145,-0.00410455603987134,-0.00480283162881668
35,2001-02-20,0.0015163636905119,0.00056648619511157,0.00094987749540033,-0.0163916598352522,-0.0052686989817887,0.0200843341305255,-0.00427740722051719
36,2001-02-21,-0.0147706281640624,0.00056751879118488,-0.0153381469552473,0.00796476311889921,0.00207078374524741,-0.0032664114795908,0.00661558876171877
37,2001-02-22,0.017035985770558,0.00056545333149071,0.0164705324390673,0.00316463122695556,0.0140423646428173,-0.0240568929495231,0.00472144809342285
38,2001-02-23,0.0107489261044583,0.00056407576357098,0.0101848503408873,0.0141183052615158,0.0100516491199883,-0.00952026481922782,0.0197574067890148
39,2001-02-28,-0.0157664607618051,0.00056338680105016,-0.0163298475628552,-0.0167752907082081,-0.00430691816548754,-0.0070702822483781,-0.0209376867324483
40,2001-03-01,0.0281054140672762,0.00056304227513148,0.0275423717921447,0.0127049661205887,0.0273987234598983,-0.0199026848856884,0.0160229223288023
41,2001-03-02,0.00927388579659081,0.00056166387361522,0.00871222192297558,-0.00385095335795853,-0.0124316641905391,0.00987629215946595,-0.0132182588135602
42,2001-03-05,-0.00585307719948698,0.00056200851868082,-0.0064150857181678,0.0173050425348723,-0.0100661165920167,0.00416091371892959,-0.00525676488458003
43,2001-03-06,-0.00712914802182134,0.00056131919874968,-0.00769046722057103,-0.00040534118221876,-0.0152678762935377,0.0144099563812259,-0.0147556589479437
44,2001-03-07,0.0102830820275425,0.00056131919874968,0.00972176282879277,-0.00337330464494941,0.00261309127399322,0.0208616996614275,-0.00286081498214572
45,2001-03-08,-0.00497641550930413,0.00056235313395203,-0.00553876864325616,-0.0138886956420864,0.00217483105879165,0.0208179876741199,-0.0277072076803021
46,2001-03-09,-0.0043692877703726,0.00056097449407954,-0.00493026226445214,-0.00641669889736656,0.016491101081959,-0.00397678658035147,0.00222267573317839
47,2001-03-12,-0.0374055096114351,0.00056200851868082,-0.037967518130116,0.0233565599902209,0.016972435766303,0.0026734229322311,0.00185210628253017
48,2001-03-13,0.00236543891017046,0.00056442020018332,0.00180101870998714,0.00196527236490049,-0.00891341594885715,-0.00486409459515813,0.00904377084998224
49,2001-03-14,-0.0174209279776383,0.00056855111984899,-0.0179894790974873,-0.00056031937358968,-0.0122300813614185,0.0030738939578916,0.0048856360378743
50,2001-03-15,-0.013862013824567,0.00059871443457848,-0.0144607282591455,0.0186309635535715,0.0428408154329507,-0.0300144989748994,0.0152504820723554
51,2001-03-16,0.0066925411117941,0.00059837294852016,0.00609416816327394,-0.00180558862660209,-0.00372387302397308,-0.00286346993412684,0.00269693578041522
52,2001-03-19,-0.021468701882884,0.00062322487321497,-0.022091926756099,-5.51382647546589e-05,-0.0173099443025418,0.0122750053639698,-0.0054247611371495
53,2001-03-20,0.00537023328428873,0.00059222119202639,0.00477801209226233,0.0020113857794053,0.0199482147449556,-0.00627090803408669,0.0253781138078333
54,2001-03-21,0.00146513236035023,0.00060724209289508,0.00085789026745514,-0.0059258888106864,-0.0208974704782884,0.0183000975439088,-0.0155481628219959
55,2001-03-22,-0.051045102593119,0.00071050091933488,-0.0517556035124539,0.0155998912186026,-0.0142499017858996,0.0204309207577234,0.00039201777148782
56,2001-03-23,0.0236101303118884,0.00069419818499594,0.0229159321268925,-0.0269586708657459,0.0166201523600875,-0.0017689419079376,-0.0233355954811367
57,2001-03-26,0.0224595308106802,0.00063068421461354,0.0218288465960666,-0.0167952497895408,-0.00841010256261419,0.0127963056988878,-0.0168205209878662
58,2001-03-27,0.0140677293249228,0.00061439125543194,0.0134533380694908,-0.0144326760024261,0.00052599877142386,0.0123857520194687,0.00487116997691286
59,2001-03-28,-0.0133522045519681,0.00061745126182577,-0.0139696558137939,0.0151894411651915,0.00501002814479371,0.00902680730311578,-0.00636181820290914
60,2001-03-29,-0.0176866335887146,0.00064319808008406,-0.0183298316687987,-0.00479137616392498,0.0034979932071226,0.0209519526341936,-0.0105678840256963
61,2001-03-30,0.00764628513661042,0.00060996709536342,0.00703631804124699,-0.00905254164488436,0.0213498594131752,-0.001198507166173,-0.00695372207518696
62,2001-04-02,-0.0311774788931653,0.00061541151856636,-0.0317928904117317,0.0181089611566293,0.00602459086279399,-0.0182408059991566,-0.00256468426282669
63,2001-04-03,-0.0160605163508432,0.00062118808268984,-0.0166817044335331,0.00795398126906722,-0.0141725516246228,-0.00766324990419759,-0.0067738119516928
64,2001-04-04,0.0113305273663868,0.00062254605865885,0.010707981307728,-0.0285980011452558,-0.0218867054145774,0.00230253094822426,-0.0136467109556066
65,2001-04-05,0.0391733301052762,0.00061303049828054,0.0385602996069957,-0.0265120709951152,-0.00784608457164647,-0.0265061472203193,-0.00160228970135945
66,2001-04-06,0.00230983017148149,0.00060996709536342,0.00169986307611806,0.00887388186280264,-0.0170806821226458,-0.0143959053682713,0.00125638055382659
67,2001-04-09,0.0101385519866602,0.00060962657190399,0.0095289254147562,-0.00824434546922239,0.0139483418132011,-0.0041814865209132,-0.0153611527100037
68,2001-04-10,0.0219918491849471,0.00060656055113117,0.0213852886338159,-0.00841773056207752,-0.00121351721025353,-0.00567792208433519,0.0256410725002572
69,2001-04-11,-0.0125241835817678,0.00061507145986672,-0.0131392550416345,0.0152847823698995,-0.00518713303750983,-0.0121976394863508,0.0407896083467078
