TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
SLCE3;39,39;7,42;9,76;1,70;0,58;29,46;22,43;10,34;4,50;6,38;1,88;0,71;1,01;2,35;-1,15;1,99;17,39;5,93;16,21;0,34;0,64;0,57;34,00;20,93;57.682.790,31;23,38;4,07;-0,25;8.996.328.214,02
SLED3;3,37;;0,49;-0,09;0,53;47,85;73,94;92,71;0,62;0,95;0,65;;0,46;-0,22;-0,80;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;32.290,64;-39,57;7,15;-0,02;16.264.513,62
SLED4;1,41;;0,22;-0,04;0,23;47,85;73,94;92,71;0,27;0,95;0,65;;0,20;-0,10;-0,35;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;270.470,83;-39,57;7,15;-0,01;16.264.513,62
SMFT3;20,45;;31,10;2,72;0,98;37,73;31,80;22,27;21,79;22,83;1,05;0,13;6,93;10,52;-1,33;1,55;8,75;3,16;6,60;0,36;0,64;0,14;31,49;;57.537.970,17;7,79;0,68;-0,16;12.428.336.526,80
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;38,51;4,17;13,77;2,36;0,74;31,37;30,95;16,17;7,20;10,59;3,39;1,11;2,23;4,55;-1,06;2,17;17,16;5,39;11,29;0,31;0,69;0,33;14,04;15,59;69.439.308,31;16,70;2,87;-0,42;13.972.827.155,63
SNSY3;5,50;;-0,15;-0,02;0,09;23,01;4,63;-34,65;1,12;5,20;3,13;;0,05;10,66;-0,22;1,02;-16,03;-61,21;-2,25;-3,82;4,85;1,77;16,67;;11.211,69;-241,52;-38,72;0,00;82.845.474,40
SNSY5;3,93;;-0,10;-0,02;0,06;23,01;4,63;-34,65;0,75;5,20;3,13;;0,03;7,08;-0,15;1,02;-16,03;-61,21;-2,25;-3,82;4,85;1,77;16,67;;29.975,33;-241,52;-38,72;0,00;82.845.474,40
SNSY6;13,33;;-0,34;-0,06;0,21;23,01;4,63;-34,65;2,58;5,20;3,13;;0,12;24,50;-0,50;1,02;-16,03;-61,21;-2,25;-3,82;4,85;1,77;16,67;;;-241,52;-38,72;0,00;82.845.474,40
SOJA3;13,83;0,59;9,26;2,02;0,77;14,23;10,88;9,82;8,36;10,10;1,74;0,42;0,91;2,68;-2,64;1,69;21,80;8,35;11,41;0,38;0,51;0,85;53,23;;3.940.885,97;7,00;1,53;0,18;1.656.364.209,64
SOMA3;6,89;1,38;18,65;0,76;0,54;56,65;8,85;6,00;12,65;15,33;2,68;0,16;1,12;3,17;-0,78;2,16;4,10;2,87;4,24;0,70;0,30;0,48;36,69;31,09;119.691.323,42;9,61;0,39;-1,00;5.760.045.717,82
SOND3;46,01;12,04;6,90;2,03;1,22;40,78;17,50;10,01;3,95;3,04;-1,13;-0,58;0,69;3,32;-3,54;2,29;29,45;17,73;24,27;0,60;0,40;1,77;23,50;38,59;;22,63;6,67;1,73;119.463.541,00
SOND5;49,99;12,19;7,50;2,21;1,33;40,78;17,50;10,01;4,29;3,04;-1,13;-0,58;0,75;3,60;-3,84;2,29;29,45;17,73;24,27;0,60;0,40;1,77;23,50;38,59;7.349,50;22,63;6,67;1,88;119.463.541,00
SOND6;46,00;13,25;6,90;2,03;1,22;40,78;17,50;10,01;3,95;3,04;-1,13;-0,58;0,69;3,31;-3,54;2,29;29,45;17,73;24,27;0,60;0,40;1,77;23,50;38,59;5.885,33;22,63;6,67;1,73;119.463.541,00
SPRI3;21,72;;-3,32;2,45;2,36;;;;-3,00;-2,46;0,17;-0,14;;4,61;-4,93;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;-0,01;48.073.731,88
SPRI5;8,52;;-1,30;0,96;0,93;;;;-1,18;-2,46;0,17;-0,14;;1,81;-1,93;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;0,00;48.073.731,88
SPRI6;11,00;;-1,68;1,24;1,20;;;;-1,52;-2,46;0,17;-0,14;;2,34;-2,49;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;0,00;48.073.731,88
SPRT3B;76,40;;1.816,79;-30.200,65;2.765.162,30;;;;1.078,02;1.078,02;0,00;;;-30.200,65;;0,01;-1.662,31;152.200,75;-2.801,49;-91,56;92,56;0,00;;;;0,00;0,04;-16,21;370.531.748,80
SQIA3;27,20;0,20;2.726,50;3,74;1,49;41,54;8,48;0,13;42,96;46,75;3,79;0,33;3,64;26,87;-1,82;1,44;0,14;0,05;4,28;0,40;0,58;0,41;35,51;-34,84;27.571.180,42;7,27;0,01;-28,63;2.391.142.218,68
STBP3;8,97;4,87;21,24;3,64;1,80;44,75;30,07;19,38;13,69;13,38;-0,31;-0,08;4,12;51,07;-2,19;1,25;17,12;8,49;18,43;0,50;0,50;0,44;18,58;;34.299.091,97;2,52;0,43;16,58;7.924.442.283,73
STKF3;0,00;;0,00;0,00;0,00;50,34;41,79;41,59;0,00;2,51;2,51;0,28;0,00;0,00;0,00;2,44;10,96;7,08;6,04;0,65;0,35;0,17;22,63;114,47;;7,66;0,84;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;22,25;0,27;52,23;1,13;0,31;4,25;-3,34;0,83;-12,92;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;98.011.165,19;19,64;0,43;-0,94;9.475.042.424,17
SULA3;7,43;0,27;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;43.292,81;6,55;0,14;-0,95;9.475.042.424,17
SULA4;7,63;0,26;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;6,54;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;90.108,19;6,55;0,14;-0,97;9.475.042.424,17
SUZB3;56,36;3,27;3,13;1,71;0,53;48,04;44,12;47,37;3,36;5,90;2,53;1,29;1,48;3,13;-0,73;2,56;54,50;16,79;13,43;0,31;0,69;0,35;36,49;66,62;259.533.479,89;32,16;17,53;0,03;72.707.298.239,65
SYNE3;4,01;;-17,29;0,41;0,15;49,18;32,31;-8,48;4,54;9,58;5,04;0,46;1,47;1,93;-0,17;4,21;-2,38;-0,90;3,01;0,38;0,36;0,11;1,23;;687.785,00;9,87;-0,24;0,17;621.262.891,15
TAEE11;34,97;9,61;10,38;1,81;0,64;70,93;77,68;49,81;6,66;11,11;4,45;1,21;5,17;5,03;-0,80;3,03;17,46;6,21;10,59;0,36;0,64;0,12;19,43;12,49;72.902.486,08;19,42;3,39;-0,24;12.122.916.537,33
TAEE3;11,66;9,63;10,35;1,81;0,64;70,93;77,68;49,81;6,64;11,11;4,45;1,21;5,16;5,02;-0,79;3,03;17,46;6,21;10,59;0,36;0,64;0,12;19,43;12,49;2.238.018,25;6,47;1,13;-0,24;12.122.916.537,33
TAEE4;11,67;9,62;10,37;1,81;0,64;70,93;77,68;49,81;6,65;11,11;4,45;1,21;5,17;5,03;-0,80;3,03;17,46;6,21;10,59;0,36;0,64;0,12;19,43;12,49;4.134.623,97;6,47;1,13;-0,24;12.122.916.537,33
TASA3;16,05;8,63;6,64;1,93;1,00;40,56;21,22;14,27;4,47;5,06;0,53;0,23;0,95;4,78;-2,44;1,55;29,14;15,04;20,55;0,52;0,48;1,05;29,58;;254.317,89;8,36;2,44;-0,12;2.078.150.663,38
TASA4;16,20;8,43;6,80;1,98;1,02;40,56;21,22;14,27;4,57;5,06;0,53;0,23;0,97;4,89;-2,50;1,55;29,14;15,04;20,55;0,52;0,48;1,05;29,58;;8.681.445,36;8,36;2,44;-0,13;2.078.150.663,38
TCNO3;1,20;;-7,52;-8,40;0,03;;;;-6,81;-34,51;-28,98;;;-0,08;-0,04;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;4.272,71;-0,14;-0,16;-0,28;6.451.072,50
TCNO4;0,85;;-5,33;-5,95;0,02;;;;-4,82;-34,51;-28,98;;;-0,06;-0,03;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;12.175,76;-0,14;-0,16;-0,20;6.451.072,50
TCSA3;3,63;;10,49;0,46;0,18;16,40;11,14;6,69;6,31;17,85;11,54;0,84;0,70;0,46;-0,37;3,54;4,37;1,67;2,52;0,38;0,60;0,25;-5,08;;486.298,81;8,13;0,36;-0,09;274.599.727,90
TECN3;3,40;2,36;5,10;0,67;0,39;55,06;16,52;14,03;4,33;4,29;-0,04;-0,01;0,72;0,78;-1,08;4,32;13,16;7,57;10,41;0,57;0,43;0,54;0,65;;604.561,42;5,18;0,68;0,12;246.753.628,20
TEKA3;8,23;;-0,03;0,00;0,00;18,21;-36,98;-54,76;-0,04;-5,32;-5,26;;0,02;0,00;0,00;0,04;-7,57;-13,48;7,09;-1,78;2,78;0,25;15,05;;;-3.962,89;-300,06;0,00;6.195.986,85
TEKA4;14,36;;-0,05;0,00;0,01;18,21;-36,98;-54,76;-0,07;-5,32;-5,26;;0,03;0,00;-0,01;0,04;-7,57;-13,48;7,09;-1,78;2,78;0,25;15,05;;12.356,94;-3.962,89;-300,06;0,00;6.195.986,85
TELB3;17,00;;-407,40;0,86;0,36;-50,89;13,72;-0,91;26,93;5,90;-19,83;-0,63;3,70;1,08;-0,59;5,70;-0,21;-0,09;2,96;0,41;0,59;0,10;36,54;;60.483,03;19,41;-0,04;4,16;1.378.171.384,50
TELB4;12,65;;-322,02;0,68;0,28;-50,89;13,72;-0,91;21,29;5,90;-19,83;-0,63;2,92;0,85;-0,47;5,70;-0,21;-0,09;2,96;0,41;0,59;0,10;36,54;;95.565,94;19,41;-0,04;3,29;1.378.171.384,50
TEND3;12,97;;-2,97;2,43;0,39;14,17;-7,25;-21,54;-8,83;-12,90;-4,07;1,12;0,64;8,31;-0,69;1,12;-81,66;-13,23;-11,34;0,16;0,84;0,61;-17,27;;47.645.943,22;5,50;-4,49;-0,04;1.642.077.241,64
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;12,55;1,48;108,22;32,54;20,22;58,01;22,39;17,90;86,53;14,98;0,42;0,16;19,37;41,33;-71,36;3,15;30,07;18,68;25,50;0,62;0,38;1,04;22,58;26,89;1.939.930,67;0,39;0,12;5,85;2.023.627.079,01
TGMA3;26,00;6,00;9,43;2,17;1,54;20,10;15,04;12,06;7,56;7,27;-0,29;-0,08;1,14;5,17;-2,97;2,62;23,01;16,31;17,84;0,71;0,29;1,35;4,80;12,17;5.860.700,36;12,13;2,79;0,15;1.737.196.722,80
TIET11;12,54;;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIET4;3,51;;6,13;3,15;0,64;74,66;61,76;49,46;4,91;7,15;3,64;2,34;3,03;1.443,59;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIMS3;15,21;5,55;18,28;1,46;0,66;50,20;15,48;8,83;10,42;10,83;0,41;0,06;1,61;-9,30;-0,80;0,70;7,99;3,63;11,38;0,45;0,55;0,41;5,81;10,40;94.529.473,33;10,46;0,84;-0,74;37.014.099.245,42
TKNO3;69,63;1,86;7,05;0,75;0,61;20,70;14,32;10,54;5,19;4,11;-0,75;-0,11;0,74;1,58;-1,31;3,65;10,69;8,70;12,50;0,81;0,19;0,83;19,94;;;92,42;9,88;-0,12;192.165.989,72
TKNO4;60,01;6,82;6,07;0,65;0,53;20,70;14,32;10,54;4,47;4,11;-0,75;-0,11;0,64;1,37;-1,13;3,65;10,69;8,70;12,50;0,81;0,19;0,83;19,94;;15.617,17;92,42;9,88;-0,11;192.165.989,72
TOTS3;26,53;1,63;34,36;3,80;1,53;70,45;17,30;12,00;23,84;22,45;-1,39;-0,22;4,12;6,27;-3,71;1,71;11,05;4,45;8,35;0,40;0,57;0,37;11,23;39,19;139.009.655,42;7,12;0,79;1,89;16.694.805.046,05
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;4,01;;-0,81;0,23;0,06;-1,15;-13,41;-25,48;-1,55;-15,33;-13,78;2,07;0,21;-0,49;-0,07;0,30;-28,47;-7,75;-5,86;0,27;0,73;0,30;-5,55;;233.816,50;17,29;-4,92;0,00;176.440.000,00
TRAD3;1,04;;-2,43;0,62;0,58;30,23;-160,83;-202,48;-3,06;-1,89;1,17;-0,24;4,93;2,50;-0,83;4,92;-25,59;-24,02;-20,45;0,94;0,06;0,12;;;1.794.270,83;1,73;-0,44;-0,01;302.558.909,04
TRIS3;5,64;2,35;11,63;0,83;0,41;25,60;31,39;10,47;3,88;6,42;2,54;0,55;1,22;0,85;-1,58;2,83;7,17;3,50;10,90;0,49;0,49;0,33;11,47;21,81;7.507.855,00;7,02;0,50;0,70;1.091.712.597,30
TRPL3;31,50;3,36;8,80;1,19;0,61;60,07;64,90;43,32;5,87;7,10;2,08;0,42;3,81;8,20;-0,72;1,93;13,53;6,94;11,94;0,51;0,48;0,16;15,07;11,65;60.656,47;26,57;3,60;-0,54;17.822.508.047,28
TRPL4;23,98;4,41;6,70;0,91;0,46;60,07;64,90;43,32;4,47;7,10;2,08;0,42;2,90;6,25;-0,55;1,93;13,53;6,94;11,94;0,51;0,48;0,16;15,07;11,65;49.225.007,42;26,57;3,60;-0,41;17.822.508.047,28
TRPN3;0,71;;0,44;0,54;0,40;100,00;71,70;59,29;0,37;-0,36;-0,72;-1,07;0,26;0,59;-6,13;3,61;122,35;90,00;90,82;0,74;0,26;1,52;-0,48;-0,38;;1,31;1,60;0,00;32.162.716,00
TTEN3;13,46;0,83;11,98;2,34;1,10;14,02;6,37;7,50;14,13;15,23;1,10;0,18;0,90;4,48;-3,22;1,60;19,52;9,20;9,19;0,47;0,53;1,23;;;15.581.419,94;5,93;1,16;0,40;6.906.405.387,42
TUPY3;27,54;4,23;8,97;1,31;0,41;17,79;6,67;4,10;5,51;8,54;3,03;0,72;0,37;1,31;-1,07;2,06;14,57;4,62;10,28;0,32;0,68;1,13;22,39;24,17;18.512.113,06;21,56;3,14;5,16;4.062.921.950,00
TXRX3;9,00;;-5,44;-0,11;0,17;26,92;10,05;-3,63;1,97;16,65;15,51;;0,20;-0,19;-0,34;0,37;-2,04;-3,07;-44,45;-1,51;2,51;0,84;20,12;;900,00;-81,16;-1,65;0,08;22.218.130,50
TXRX4;3,25;;-1,97;-0,04;0,06;26,92;10,05;-3,63;0,71;16,65;15,51;;0,07;-0,07;-0,12;0,37;-2,04;-3,07;-44,45;-1,51;2,51;0,84;20,12;;4.608,00;-81,16;-1,65;0,03;22.218.130,50
